net,initial,unsafe,oracle_states_exhausted,agrees
conservative_21,"[1, 1, 1]",True,2,True
conservative_21,"[1, 1, 2]",True,2,True
conservative_21,"[1, 1, 3]",True,2,True
conservative_21,"[1, 1, 4]",True,2,True
conservative_21,"[1, 2, 0]",True,2,True
conservative_21,"[1, 2, 1]",True,2,True
conservative_21,"[1, 2, 2]",True,2,True
conservative_21,"[1, 2, 3]",True,2,True
conservative_21,"[1, 3, 0]",True,2,True
conservative_21,"[1, 3, 1]",True,2,True
conservative_21,"[1, 3, 2]",True,2,True
conservative_21,"[1, 4, 0]",True,2,True
conservative_21,"[1, 4, 1]",True,2,True
conservative_21,"[1, 5, 0]",True,2,True
conservative_21,"[2, 0, 0]",True,1,True
conservative_21,"[2, 0, 1]",True,1,True
conservative_21,"[2, 0, 2]",True,1,True
conservative_21,"[2, 0, 3]",True,1,True
conservative_21,"[2, 0, 4]",True,1,True
conservative_21,"[2, 1, 0]",True,2,True
conservative_21,"[2, 1, 1]",True,2,True
conservative_21,"[2, 1, 2]",True,2,True
conservative_21,"[2, 1, 3]",True,2,True
conservative_21,"[2, 2, 0]",True,3,True
conservative_21,"[2, 2, 1]",True,3,True
conservative_21,"[2, 2, 2]",True,3,True
conservative_21,"[2, 3, 0]",True,3,True
conservative_21,"[2, 3, 1]",True,3,True
conservative_21,"[2, 4, 0]",True,3,True
conservative_21,"[3, 0, 0]",True,1,True
conservative_21,"[3, 0, 1]",True,1,True
conservative_21,"[3, 0, 2]",True,1,True
conservative_21,"[3, 0, 3]",True,1,True
conservative_21,"[3, 1, 0]",True,2,True
conservative_21,"[3, 1, 1]",True,2,True
conservative_21,"[3, 1, 2]",True,2,True
conservative_21,"[3, 2, 0]",True,3,True
conservative_21,"[3, 2, 1]",True,3,True
conservative_21,"[3, 3, 0]",True,4,True
conservative_21,"[4, 0, 0]",True,1,True
conservative_21,"[4, 0, 1]",True,1,True
conservative_21,"[4, 0, 2]",True,1,True
conservative_21,"[4, 1, 0]",True,2,True
conservative_21,"[4, 1, 1]",True,2,True
conservative_21,"[4, 2, 0]",True,3,True
conservative_21,"[5, 0, 0]",True,1,True
conservative_21,"[5, 0, 1]",True,1,True
conservative_21,"[5, 1, 0]",True,2,True
conservative_21,"[6, 0, 0]",True,1,True
conservative_22,"[0, 0, 0]",False,1,True
conservative_22,"[0, 0, 1]",False,2,True
conservative_22,"[0, 0, 2]",False,3,True
conservative_22,"[0, 0, 3]",False,4,True
conservative_22,"[0, 0, 4]",False,5,True
conservative_22,"[0, 0, 5]",False,6,True
conservative_22,"[0, 0, 6]",False,7,True
conservative_22,"[0, 1, 0]",False,2,True
conservative_22,"[0, 1, 1]",False,4,True
conservative_22,"[0, 1, 2]",False,6,True
conservative_22,"[0, 1, 3]",False,8,True
conservative_22,"[0, 1, 4]",False,10,True
conservative_22,"[0, 1, 5]",False,12,True
conservative_22,"[0, 2, 0]",False,3,True
conservative_22,"[0, 2, 1]",True,6,True
conservative_22,"[0, 2, 2]",True,9,True
conservative_22,"[0, 2, 3]",True,12,True
conservative_22,"[0, 2, 4]",True,15,True
conservative_22,"[0, 3, 0]",False,4,True
conservative_22,"[0, 3, 1]",True,8,True
conservative_22,"[0, 3, 2]",True,12,True
conservative_22,"[0, 3, 3]",True,16,True
conservative_22,"[0, 4, 0]",False,5,True
conservative_22,"[0, 4, 1]",True,10,True
conservative_22,"[0, 4, 2]",True,15,True
conservative_22,"[0, 5, 0]",False,6,True
conservative_22,"[0, 5, 1]",True,12,True
conservative_22,"[0, 6, 0]",False,7,True
conservative_22,"[1, 0, 0]",False,1,True
conservative_22,"[1, 0, 1]",False,2,True
conservative_22,"[1, 0, 2]",False,3,True
conservative_22,"[1, 0, 3]",False,4,True
conservative_22,"[1, 0, 4]",False,5,True
conservative_22,"[1, 0, 5]",False,6,True
conservative_22,"[1, 1, 0]",False,2,True
conservative_22,"[1, 1, 1]",False,4,True
conservative_22,"[1, 1, 2]",False,6,True
conservative_22,"[1, 1, 3]",False,8,True
conservative_22,"[1, 1, 4]",False,10,True
conservative_22,"[1, 2, 0]",False,3,True
conservative_22,"[1, 2, 1]",True,6,True
conservative_22,"[1, 2, 2]",True,9,True
conservative_22,"[1, 2, 3]",True,12,True
conservative_22,"[1, 3, 0]",False,4,True
conservative_22,"[1, 3, 1]",True,8,True
conservative_22,"[1, 3, 2]",True,12,True
conservative_22,"[1, 4, 0]",False,5,True
conservative_22,"[1, 4, 1]",True,10,True
conservative_22,"[1, 5, 0]",False,6,True
conservative_22,"[2, 0, 0]",False,1,True
conservative_22,"[2, 0, 1]",False,2,True
conservative_22,"[2, 0, 2]",False,3,True
conservative_22,"[2, 0, 3]",False,4,True
conservative_22,"[2, 0, 4]",False,5,True
conservative_22,"[2, 1, 0]",False,2,True
conservative_22,"[2, 1, 1]",False,4,True
conservative_22,"[2, 1, 2]",False,6,True
conservative_22,"[2, 1, 3]",False,8,True
conservative_22,"[2, 2, 0]",False,3,True
conservative_22,"[2, 2, 1]",True,6,True
conservative_22,"[2, 2, 2]",True,9,True
conservative_22,"[2, 3, 0]",False,4,True
conservative_22,"[2, 3, 1]",True,8,True
conservative_22,"[2, 4, 0]",False,5,True
conservative_22,"[3, 0, 0]",False,1,True
conservative_22,"[3, 0, 1]",False,2,True
conservative_22,"[3, 0, 2]",False,3,True
conservative_22,"[3, 0, 3]",False,4,True
conservative_22,"[3, 1, 0]",False,2,True
conservative_22,"[3, 1, 1]",False,4,True
conservative_22,"[3, 1, 2]",False,6,True
conservative_22,"[3, 2, 0]",False,3,True
conservative_22,"[3, 2, 1]",True,6,True
conservative_22,"[3, 3, 0]",False,4,True
conservative_22,"[4, 0, 0]",False,1,True
conservative_22,"[4, 0, 1]",False,2,True
conservative_22,"[4, 0, 2]",False,3,True
conservative_22,"[4, 1, 0]",False,2,True
conservative_22,"[4, 1, 1]",False,4,True
conservative_22,"[4, 2, 0]",False,3,True
conservative_22,"[5, 0, 0]",False,1,True
conservative_22,"[5, 0, 1]",False,2,True
conservative_22,"[5, 1, 0]",False,2,True
conservative_22,"[6, 0, 0]",False,1,True
conservative_23,"[0, 0, 0]",False,1,True
conservative_23,"[0, 0, 1]",False,1,True
conservative_23,"[0, 0, 2]",False,1,True
conservative_23,"[0, 0, 3]",False,1,True
conservative_23,"[0, 0, 4]",False,1,True
conservative_23,"[0, 0, 5]",False,1,True
conservative_23,"[0, 0, 6]",False,1,True
conservative_23,"[0, 1, 0]",False,1,True
conservative_23,"[0, 1, 1]",False,1,True
conservative_23,"[0, 1, 2]",False,1,True
conservative_23,"[0, 1, 3]",False,1,True
conservative_23,"[0, 1, 4]",False,1,True
conservative_23,"[0, 1, 5]",False,1,True
conservative_23,"[0, 2, 0]",False,1,True
conservative_23,"[0, 2, 1]",False,1,True
conservative_23,"[0, 2, 2]",False,1,True
conservative_23,"[0, 2, 3]",False,1,True
conservative_23,"[0, 2, 4]",False,1,True
conservative_23,"[0, 3, 0]",False,1,True
conservative_23,"[0, 3, 1]",False,1,True
conservative_23,"[0, 3, 2]",False,1,True
conservative_23,"[0, 3, 3]",False,1,True
conservative_23,"[0, 4, 0]",False,1,True
conservative_23,"[0, 4, 1]",False,1,True
conservative_23,"[0, 4, 2]",False,1,True
conservative_23,"[0, 5, 0]",False,1,True
conservative_23,"[0, 5, 1]",False,1,True
conservative_23,"[0, 6, 0]",False,1,True
conservative_23,"[1, 0, 0]",True,1,True
conservative_23,"[1, 0, 1]",True,1,True
conservative_23,"[1, 0, 2]",True,1,True
conservative_23,"[1, 0, 3]",True,1,True
conservative_23,"[1, 0, 4]",True,1,True
conservative_23,"[1, 0, 5]",True,1,True
conservative_23,"[1, 1, 0]",True,2,True
conservative_23,"[1, 1, 1]",True,2,True
conservative_23,"[1, 1, 2]",True,2,True
conservative_23,"[1, 1, 3]",True,2,True
conservative_23,"[1, 1, 4]",True,2,True
conservative_23,"[1, 2, 0]",True,2,True
conservative_23,"[1, 2, 1]",True,2,True
conservative_23,"[1, 2, 2]",True,2,True
conservative_23,"[1, 2, 3]",True,2,True
conservative_23,"[1, 3, 0]",True,2,True
conservative_23,"[1, 3, 1]",True,2,True
conservative_23,"[1, 3, 2]",True,2,True
conservative_23,"[1, 4, 0]",True,2,True
conservative_23,"[1, 4, 1]",True,2,True
conservative_23,"[1, 5, 0]",True,2,True
conservative_23,"[2, 0, 0]",True,2,True
conservative_23,"[2, 0, 1]",True,2,True
conservative_23,"[2, 0, 2]",True,2,True
conservative_23,"[2, 0, 3]",True,2,True
conservative_23,"[2, 0, 4]",True,2,True
conservative_23,"[2, 1, 0]",True,3,True
conservative_23,"[2, 1, 1]",True,3,True
conservative_23,"[2, 1, 2]",True,3,True
conservative_23,"[2, 1, 3]",True,3,True
conservative_23,"[2, 2, 0]",True,4,True
conservative_23,"[2, 2, 1]",True,4,True
conservative_23,"[2, 2, 2]",True,4,True
conservative_23,"[2, 3, 0]",True,4,True
conservative_23,"[2, 3, 1]",True,4,True
conservative_23,"[2, 4, 0]",True,4,True
conservative_23,"[3, 0, 0]",True,3,True
conservative_23,"[3, 0, 1]",True,3,True
conservative_23,"[3, 0, 2]",True,3,True
conservative_23,"[3, 0, 3]",True,3,True
conservative_23,"[3, 1, 0]",True,4,True
conservative_23,"[3, 1, 1]",True,4,True
conservative_23,"[3, 1, 2]",True,4,True
conservative_23,"[3, 2, 0]",True,5,True
conservative_23,"[3, 2, 1]",True,5,True
conservative_23,"[3, 3, 0]",True,6,True
conservative_23,"[4, 0, 0]",True,5,True
conservative_23,"[4, 0, 1]",True,5,True
conservative_23,"[4, 0, 2]",True,5,True
conservative_23,"[4, 1, 0]",True,6,True
conservative_23,"[4, 1, 1]",True,6,True
conservative_23,"[4, 2, 0]",True,7,True
conservative_23,"[5, 0, 0]",True,6,True
conservative_23,"[5, 0, 1]",True,6,True
conservative_23,"[5, 1, 0]",True,8,True
conservative_23,"[6, 0, 0]",True,8,True
conservative_24,"[0, 0, 0]",False,1,True
conservative_24,"[0, 0, 1]",False,1,True
conservative_24,"[0, 0, 2]",False,1,True
conservative_24,"[0, 0, 3]",False,1,True
conservative_24,"[0, 0, 4]",False,1,True
conservative_24,"[0, 0, 5]",False,1,True
conservative_24,"[0, 0, 6]",False,1,True
conservative_24,"[0, 1, 0]",False,1,True
conservative_24,"[0, 1, 1]",False,1,True
conservative_24,"[0, 1, 2]",False,1,True
conservative_24,"[0, 1, 3]",False,1,True
conservative_24,"[0, 1, 4]",False,1,True
conservative_24,"[0, 1, 5]",False,1,True
conservative_24,"[0, 2, 0]",False,1,True
conservative_24,"[0, 2, 1]",False,1,True
conservative_24,"[0, 2, 2]",False,1,True
conservative_24,"[0, 2, 3]",False,1,True
conservative_24,"[0, 2, 4]",False,1,True
conservative_24,"[0, 3, 0]",False,1,True
conservative_24,"[0, 3, 1]",False,1,True
conservative_24,"[0, 3, 2]",False,1,True
conservative_24,"[0, 3, 3]",False,1,True
conservative_24,"[0, 4, 0]",False,1,True
conservative_24,"[0, 4, 1]",False,1,True
conservative_24,"[0, 4, 2]",False,1,True
conservative_24,"[0, 5, 0]",False,1,True
conservative_24,"[0, 5, 1]",False,1,True
conservative_24,"[0, 6, 0]",False,1,True
conservative_24,"[1, 0, 0]",False,2,True
conservative_24,"[1, 0, 1]",False,2,True
conservative_24,"[1, 0, 2]",False,2,True
conservative_24,"[1, 0, 3]",False,2,True
conservative_24,"[1, 0, 4]",False,2,True
conservative_24,"[1, 0, 5]",False,2,True
conservative_24,"[1, 1, 0]",False,2,True
conservative_24,"[1, 1, 1]",False,2,True
conservative_24,"[1, 1, 2]",False,2,True
conservative_24,"[1, 1, 3]",False,2,True
conservative_24,"[1, 1, 4]",False,2,True
conservative_24,"[1, 2, 0]",False,2,True
conservative_24,"[1, 2, 1]",False,2,True
conservative_24,"[1, 2, 2]",False,2,True
conservative_24,"[1, 2, 3]",False,2,True
conservative_24,"[1, 3, 0]",False,2,True
conservative_24,"[1, 3, 1]",False,2,True
conservative_24,"[1, 3, 2]",False,2,True
conservative_24,"[1, 4, 0]",False,2,True
conservative_24,"[1, 4, 1]",False,2,True
conservative_24,"[1, 5, 0]",False,2,True
conservative_24,"[2, 0, 0]",False,3,True
conservative_24,"[2, 0, 1]",False,3,True
conservative_24,"[2, 0, 2]",False,3,True
conservative_24,"[2, 0, 3]",False,3,True
conservative_24,"[2, 0, 4]",False,3,True
conservative_24,"[2, 1, 0]",False,3,True
conservative_24,"[2, 1, 1]",False,3,True
conservative_24,"[2, 1, 2]",False,3,True
conservative_24,"[2, 1, 3]",False,3,True
conservative_24,"[2, 2, 0]",False,3,True
conservative_24,"[2, 2, 1]",False,3,True
conservative_24,"[2, 2, 2]",True,3,True
conservative_24,"[2, 3, 0]",False,3,True
conservative_24,"[2, 3, 1]",False,3,True
conservative_24,"[2, 4, 0]",False,3,True
conservative_24,"[3, 0, 0]",False,4,True
conservative_24,"[3, 0, 1]",False,4,True
conservative_24,"[3, 0, 2]",False,4,True
conservative_24,"[3, 0, 3]",False,4,True
conservative_24,"[3, 1, 0]",False,4,True
conservative_24,"[3, 1, 1]",False,4,True
conservative_24,"[3, 1, 2]",False,4,True
conservative_24,"[3, 2, 0]",False,4,True
conservative_24,"[3, 2, 1]",True,4,True
conservative_24,"[3, 3, 0]",False,4,True
conservative_24,"[4, 0, 0]",False,5,True
conservative_24,"[4, 0, 1]",False,5,True
conservative_24,"[4, 0, 2]",False,5,True
conservative_24,"[4, 1, 0]",False,5,True
conservative_24,"[4, 1, 1]",False,5,True
conservative_24,"[4, 2, 0]",True,5,True
conservative_24,"[5, 0, 0]",False,6,True
conservative_24,"[5, 0, 1]",False,6,True
conservative_24,"[5, 1, 0]",False,6,True
conservative_24,"[6, 0, 0]",False,7,True
conservative_25,"[0, 0, 0]",False,1,True
conservative_25,"[0, 0, 1]",False,1,True
conservative_25,"[0, 0, 2]",False,1,True
conservative_25,"[0, 0, 3]",False,1,True
conservative_25,"[0, 0, 4]",False,1,True
conservative_25,"[0, 0, 5]",False,1,True
conservative_25,"[0, 0, 6]",False,1,True
conservative_25,"[0, 1, 0]",False,1,True
conservative_25,"[0, 1, 1]",False,2,True
conservative_25,"[0, 1, 2]",False,3,True
conservative_25,"[0, 1, 3]",False,4,True
conservative_25,"[0, 1, 4]",False,5,True
conservative_25,"[0, 1, 5]",False,6,True
conservative_25,"[0, 2, 0]",False,1,True
conservative_25,"[0, 2, 1]",False,2,True
conservative_25,"[0, 2, 2]",False,3,True
conservative_25,"[0, 2, 3]",False,4,True
conservative_25,"[0, 2, 4]",False,5,True
conservative_25,"[0, 3, 0]",False,1,True
conservative_25,"[0, 3, 1]",False,2,True
conservative_25,"[0, 3, 2]",False,3,True
conservative_25,"[0, 3, 3]",False,4,True
conservative_25,"[0, 4, 0]",False,1,True
conservative_25,"[0, 4, 1]",False,2,True
conservative_25,"[0, 4, 2]",False,3,True
conservative_25,"[0, 5, 0]",False,1,True
conservative_25,"[0, 5, 1]",False,2,True
conservative_25,"[0, 6, 0]",False,1,True
conservative_25,"[1, 0, 0]",False,1,True
conservative_25,"[1, 0, 1]",False,1,True
conservative_25,"[1, 0, 2]",False,1,True
conservative_25,"[1, 0, 3]",False,1,True
conservative_25,"[1, 0, 4]",False,1,True
conservative_25,"[1, 0, 5]",False,1,True
conservative_25,"[1, 1, 0]",False,1,True
conservative_25,"[1, 1, 1]",False,2,True
conservative_25,"[1, 1, 2]",False,3,True
conservative_25,"[1, 1, 3]",False,4,True
conservative_25,"[1, 1, 4]",False,5,True
conservative_25,"[1, 2, 0]",False,1,True
conservative_25,"[1, 2, 1]",False,2,True
conservative_25,"[1, 2, 2]",False,3,True
conservative_25,"[1, 2, 3]",False,4,True
conservative_25,"[1, 3, 0]",False,1,True
conservative_25,"[1, 3, 1]",False,2,True
conservative_25,"[1, 3, 2]",False,3,True
conservative_25,"[1, 4, 0]",False,1,True
conservative_25,"[1, 4, 1]",False,2,True
conservative_25,"[1, 5, 0]",False,1,True
conservative_25,"[2, 0, 0]",False,1,True
conservative_25,"[2, 0, 1]",False,1,True
conservative_25,"[2, 0, 2]",False,1,True
conservative_25,"[2, 0, 3]",False,1,True
conservative_25,"[2, 0, 4]",False,1,True
conservative_25,"[2, 1, 0]",False,1,True
conservative_25,"[2, 1, 1]",False,2,True
conservative_25,"[2, 1, 2]",False,3,True
conservative_25,"[2, 1, 3]",False,4,True
conservative_25,"[2, 2, 0]",False,1,True
conservative_25,"[2, 2, 1]",False,2,True
conservative_25,"[2, 2, 2]",False,3,True
conservative_25,"[2, 3, 0]",False,1,True
conservative_25,"[2, 3, 1]",False,2,True
conservative_25,"[2, 4, 0]",False,1,True
conservative_25,"[3, 0, 0]",False,1,True
conservative_25,"[3, 0, 1]",False,1,True
conservative_25,"[3, 0, 2]",False,1,True
conservative_25,"[3, 0, 3]",False,1,True
conservative_25,"[3, 1, 0]",False,1,True
conservative_25,"[3, 1, 1]",True,2,True
conservative_25,"[3, 1, 2]",True,3,True
conservative_25,"[3, 2, 0]",True,1,True
conservative_25,"[3, 2, 1]",True,2,True
conservative_25,"[3, 3, 0]",True,1,True
conservative_25,"[4, 0, 0]",False,1,True
conservative_25,"[4, 0, 1]",False,1,True
conservative_25,"[4, 0, 2]",False,1,True
conservative_25,"[4, 1, 0]",False,1,True
conservative_25,"[4, 1, 1]",True,2,True
conservative_25,"[4, 2, 0]",True,1,True
conservative_25,"[5, 0, 0]",False,1,True
conservative_25,"[5, 0, 1]",False,1,True
conservative_25,"[5, 1, 0]",False,1,True
conservative_25,"[6, 0, 0]",False,1,True
conservative_26,"[0, 0, 0]",False,1,True
conservative_26,"[0, 0, 1]",False,1,True
conservative_26,"[0, 0, 2]",False,2,True
conservative_26,"[0, 0, 3]",True,3,True
conservative_26,"[0, 0, 4]",True,4,True
conservative_26,"[0, 0, 5]",True,5,True
conservative_26,"[0, 0, 6]",True,6,True
conservative_26,"[0, 1, 0]",False,1,True
conservative_26,"[0, 1, 1]",False,1,True
conservative_26,"[0, 1, 2]",False,2,True
conservative_26,"[0, 1, 3]",True,3,True
conservative_26,"[0, 1, 4]",True,4,True
conservative_26,"[0, 1, 5]",True,5,True
conservative_26,"[0, 2, 0]",False,1,True
conservative_26,"[0, 2, 1]",False,1,True
conservative_26,"[0, 2, 2]",False,2,True
conservative_26,"[0, 2, 3]",True,3,True
conservative_26,"[0, 2, 4]",True,4,True
conservative_26,"[0, 3, 0]",False,1,True
conservative_26,"[0, 3, 1]",False,1,True
conservative_26,"[0, 3, 2]",False,2,True
conservative_26,"[0, 3, 3]",True,3,True
conservative_26,"[0, 4, 0]",False,1,True
conservative_26,"[0, 4, 1]",False,1,True
conservative_26,"[0, 4, 2]",False,2,True
conservative_26,"[0, 5, 0]",False,1,True
conservative_26,"[0, 5, 1]",False,1,True
conservative_26,"[0, 6, 0]",False,1,True
conservative_26,"[1, 0, 0]",False,1,True
conservative_26,"[1, 0, 1]",False,1,True
conservative_26,"[1, 0, 2]",False,2,True
conservative_26,"[1, 0, 3]",True,3,True
conservative_26,"[1, 0, 4]",True,4,True
conservative_26,"[1, 0, 5]",True,5,True
conservative_26,"[1, 1, 0]",False,1,True
conservative_26,"[1, 1, 1]",False,1,True
conservative_26,"[1, 1, 2]",False,2,True
conservative_26,"[1, 1, 3]",True,3,True
conservative_26,"[1, 1, 4]",True,4,True
conservative_26,"[1, 2, 0]",False,1,True
conservative_26,"[1, 2, 1]",False,1,True
conservative_26,"[1, 2, 2]",False,2,True
conservative_26,"[1, 2, 3]",True,3,True
conservative_26,"[1, 3, 0]",False,1,True
conservative_26,"[1, 3, 1]",False,1,True
conservative_26,"[1, 3, 2]",False,2,True
conservative_26,"[1, 4, 0]",False,1,True
conservative_26,"[1, 4, 1]",False,1,True
conservative_26,"[1, 5, 0]",False,1,True
conservative_26,"[2, 0, 0]",False,1,True
conservative_26,"[2, 0, 1]",False,2,True
conservative_26,"[2, 0, 2]",False,4,True
conservative_26,"[2, 0, 3]",True,6,True
conservative_26,"[2, 0, 4]",True,8,True
conservative_26,"[2, 1, 0]",False,1,True
conservative_26,"[2, 1, 1]",False,2,True
conservative_26,"[2, 1, 2]",False,4,True
conservative_26,"[2, 1, 3]",True,6,True
conservative_26,"[2, 2, 0]",False,1,True
conservative_26,"[2, 2, 1]",False,2,True
conservative_26,"[2, 2, 2]",False,4,True
conservative_26,"[2, 3, 0]",False,1,True
conservative_26,"[2, 3, 1]",False,2,True
conservative_26,"[2, 4, 0]",False,1,True
conservative_26,"[3, 0, 0]",False,1,True
conservative_26,"[3, 0, 1]",False,2,True
conservative_26,"[3, 0, 2]",False,4,True
conservative_26,"[3, 0, 3]",True,6,True
conservative_26,"[3, 1, 0]",False,1,True
conservative_26,"[3, 1, 1]",False,2,True
conservative_26,"[3, 1, 2]",False,4,True
conservative_26,"[3, 2, 0]",False,1,True
conservative_26,"[3, 2, 1]",False,2,True
conservative_26,"[3, 3, 0]",False,1,True
conservative_26,"[4, 0, 0]",False,1,True
conservative_26,"[4, 0, 1]",False,3,True
conservative_26,"[4, 0, 2]",False,6,True
conservative_26,"[4, 1, 0]",False,1,True
conservative_26,"[4, 1, 1]",False,3,True
conservative_26,"[4, 2, 0]",False,1,True
conservative_26,"[5, 0, 0]",False,1,True
conservative_26,"[5, 0, 1]",False,3,True
conservative_26,"[5, 1, 0]",False,1,True
conservative_26,"[6, 0, 0]",False,1,True
conservative_27,"[0, 0, 0]",False,1,True
conservative_27,"[0, 0, 1]",False,1,True
conservative_27,"[0, 0, 2]",False,1,True
conservative_27,"[0, 0, 3]",False,1,True
conservative_27,"[0, 0, 4]",False,1,True
conservative_27,"[0, 0, 5]",False,1,True
conservative_27,"[0, 0, 6]",False,1,True
conservative_27,"[0, 1, 0]",False,1,True
conservative_27,"[0, 1, 1]",False,1,True
conservative_27,"[0, 1, 2]",False,1,True
conservative_27,"[0, 1, 3]",False,1,True
conservative_27,"[0, 1, 4]",False,1,True
conservative_27,"[0, 1, 5]",False,1,True
conservative_27,"[0, 2, 0]",False,1,True
conservative_27,"[0, 2, 1]",False,1,True
conservative_27,"[0, 2, 2]",False,1,True
conservative_27,"[0, 2, 3]",False,1,True
conservative_27,"[0, 2, 4]",False,1,True
conservative_27,"[0, 3, 0]",False,1,True
conservative_27,"[0, 3, 1]",True,1,True
conservative_27,"[0, 3, 2]",True,1,True
conservative_27,"[0, 3, 3]",True,1,True
conservative_27,"[0, 4, 0]",False,1,True
conservative_27,"[0, 4, 1]",True,1,True
conservative_27,"[0, 4, 2]",True,1,True
conservative_27,"[0, 5, 0]",False,1,True
conservative_27,"[0, 5, 1]",True,1,True
conservative_27,"[0, 6, 0]",False,1,True
conservative_27,"[1, 0, 0]",False,2,True
conservative_27,"[1, 0, 1]",False,2,True
conservative_27,"[1, 0, 2]",False,2,True
conservative_27,"[1, 0, 3]",False,2,True
conservative_27,"[1, 0, 4]",False,2,True
conservative_27,"[1, 0, 5]",False,2,True
conservative_27,"[1, 1, 0]",False,2,True
conservative_27,"[1, 1, 1]",False,3,True
conservative_27,"[1, 1, 2]",False,3,True
conservative_27,"[1, 1, 3]",True,3,True
conservative_27,"[1, 1, 4]",True,3,True
conservative_27,"[1, 2, 0]",False,2,True
conservative_27,"[1, 2, 1]",True,4,True
conservative_27,"[1, 2, 2]",True,4,True
conservative_27,"[1, 2, 3]",True,4,True
conservative_27,"[1, 3, 0]",False,2,True
conservative_27,"[1, 3, 1]",True,5,True
conservative_27,"[1, 3, 2]",True,5,True
conservative_27,"[1, 4, 0]",False,2,True
conservative_27,"[1, 4, 1]",True,6,True
conservative_27,"[1, 5, 0]",False,2,True
conservative_27,"[2, 0, 0]",False,3,True
conservative_27,"[2, 0, 1]",False,3,True
conservative_27,"[2, 0, 2]",False,3,True
conservative_27,"[2, 0, 3]",True,3,True
conservative_27,"[2, 0, 4]",True,3,True
conservative_27,"[2, 1, 0]",False,3,True
conservative_27,"[2, 1, 1]",True,4,True
conservative_27,"[2, 1, 2]",True,4,True
conservative_27,"[2, 1, 3]",True,4,True
conservative_27,"[2, 2, 0]",False,3,True
conservative_27,"[2, 2, 1]",True,5,True
conservative_27,"[2, 2, 2]",True,5,True
conservative_27,"[2, 3, 0]",False,3,True
conservative_27,"[2, 3, 1]",True,6,True
conservative_27,"[2, 4, 0]",False,3,True
conservative_27,"[3, 0, 0]",False,4,True
conservative_27,"[3, 0, 1]",True,4,True
conservative_27,"[3, 0, 2]",True,4,True
conservative_27,"[3, 0, 3]",True,4,True
conservative_27,"[3, 1, 0]",False,4,True
conservative_27,"[3, 1, 1]",True,5,True
conservative_27,"[3, 1, 2]",True,5,True
conservative_27,"[3, 2, 0]",False,4,True
conservative_27,"[3, 2, 1]",True,6,True
conservative_27,"[3, 3, 0]",False,4,True
conservative_27,"[4, 0, 0]",False,5,True
conservative_27,"[4, 0, 1]",True,5,True
conservative_27,"[4, 0, 2]",True,5,True
conservative_27,"[4, 1, 0]",False,5,True
conservative_27,"[4, 1, 1]",True,6,True
conservative_27,"[4, 2, 0]",False,5,True
conservative_27,"[5, 0, 0]",False,6,True
conservative_27,"[5, 0, 1]",True,6,True
conservative_27,"[5, 1, 0]",False,6,True
conservative_27,"[6, 0, 0]",False,7,True
conservative_28,"[0, 0, 0]",False,1,True
conservative_28,"[0, 0, 1]",False,1,True
conservative_28,"[0, 0, 2]",True,1,True
conservative_28,"[0, 0, 3]",True,1,True
conservative_28,"[0, 0, 4]",True,1,True
conservative_28,"[0, 0, 5]",True,1,True
conservative_28,"[0, 0, 6]",True,1,True
conservative_28,"[0, 1, 0]",False,1,True
conservative_28,"[0, 1, 1]",False,2,True
conservative_28,"[0, 1, 2]",True,3,True
conservative_28,"[0, 1, 3]",True,8,True
conservative_28,"[0, 1, 4]",True,15,True
conservative_28,"[0, 1, 5]",True,22,True
conservative_28,"[0, 2, 0]",False,1,True
conservative_28,"[0, 2, 1]",True,2,True
conservative_28,"[0, 2, 2]",True,4,True
conservative_28,"[0, 2, 3]",True,9,True
conservative_28,"[0, 2, 4]",True,17,True
conservative_28,"[0, 3, 0]",False,1,True
conservative_28,"[0, 3, 1]",True,2,True
conservative_28,"[0, 3, 2]",True,4,True
conservative_28,"[0, 3, 3]",True,10,True
conservative_28,"[0, 4, 0]",False,1,True
conservative_28,"[0, 4, 1]",True,2,True
conservative_28,"[0, 4, 2]",True,4,True
conservative_28,"[0, 5, 0]",False,1,True
conservative_28,"[0, 5, 1]",True,2,True
conservative_28,"[0, 6, 0]",False,1,True
conservative_28,"[1, 0, 0]",False,1,True
conservative_28,"[1, 0, 1]",False,2,True
conservative_28,"[1, 0, 2]",True,6,True
conservative_28,"[1, 0, 3]",True,12,True
conservative_28,"[1, 0, 4]",True,18,True
conservative_28,"[1, 0, 5]",True,25,True
conservative_28,"[1, 1, 0]",False,1,True
conservative_28,"[1, 1, 1]",False,3,True
conservative_28,"[1, 1, 2]",True,7,True
conservative_28,"[1, 1, 3]",True,14,True
conservative_28,"[1, 1, 4]",True,21,True
conservative_28,"[1, 2, 0]",False,1,True
conservative_28,"[1, 2, 1]",True,3,True
conservative_28,"[1, 2, 2]",True,8,True
conservative_28,"[1, 2, 3]",True,15,True
conservative_28,"[1, 3, 0]",False,1,True
conservative_28,"[1, 3, 1]",True,3,True
conservative_28,"[1, 3, 2]",True,8,True
conservative_28,"[1, 4, 0]",False,1,True
conservative_28,"[1, 4, 1]",True,3,True
conservative_28,"[1, 5, 0]",False,1,True
conservative_28,"[2, 0, 0]",False,1,True
conservative_28,"[2, 0, 1]",False,2,True
conservative_28,"[2, 0, 2]",True,7,True
conservative_28,"[2, 0, 3]",True,14,True
conservative_28,"[2, 0, 4]",True,21,True
